StockCode,Description,Unique_Customers,Unique_Invoices,total_quantity,Total_Revenue
84247N,PACK/12 BLUE FOLKART CARDS,16,18,22,64.9
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",12,13,160,68.84
84251B,"GREETING CARD, STICKY GORDON",12,14,157,29.830000000000002
84251C,"GREETING CARD, TWO SISTERS.",2,2,24,4.5600000000000005
84251G,"GREETING CARD, OVERCROWDED POOL.",15,15,180,34.2
84279B,CHERRY BLOSSOM DECORATIVE FLASK,48,57,182,678.18
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,79,94,339,1253.97
84306,S/3 PINK SQUARE PLANTERS ROSES,2,2,2,21.9
84313B,BLUE TV TRAY TABLE ,6,13,76,175.79999999999998
84313C,ORANGE TV TRAY TABLE ,17,24,461,908.15
84341B,SMALL PINK MAGIC CHRISTMAS TREE,30,33,618,252.23
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,192,305,7907,17592.52
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,14,22,33,543.35
84356,POMPOM CURTAIN,32,46,337,1570.15
84358,FLOOR LAMP SHADE WOOD BASE,6,12,32,287.74
84360,TABLE LAMP WHITE SHADE WOOD BASE,9,17,74,388.3
84375,SET OF 20 KIDS COOKIE CUTTERS,290,416,4149,8697.27
84378,SET OF 3 HEART COOKIE CUTTERS,376,521,6019,7741.84
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,325,498,5293,6718.9
84387A,BIRD ON BRANCH CANVAS SCREEN,1,1,11,21.45
84388,WISE MAN STAR SHAPE EGG PAN,6,6,24,13.14
84402B,PURPLE DRESS JEWELLERY STAND,3,3,61,48.19
84406B,CREAM CUPID HEARTS COAT HANGER,133,241,1918,7125.38
84415A,PINK FLOCK SUEDE CUSHION COVER ,2,2,12,15.0
84415B,BLUE FLOCK CUSHION COVER ,2,2,6,12.5
84422,PINK/BLUE DISC/MIRROR STRING,8,8,551,220.41000000000003
84429A,MEDIUM PINK BUDDHA HEAD ,13,14,47,138.65
84452,METAL RABBIT LADDER EASTER ,14,16,74,62.9
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,21,21,120,102.0
84459A,PINK METAL CHICKEN HEART ,50,53,671,907.63
84459B,YELLOW METAL CHICKEN HEART ,54,60,676,938.12
84461,12 PINK HEN+CHICKS IN BASKET,13,14,41,104.55
84462,3 PINK HEN+CHICKS IN BASKET,6,6,12,15.0
84465,15 PINK FLUFFY CHICKS IN BOX,7,7,10,29.5
84466,TOP SECRET PEN SET,8,10,46,57.5
84497,BUTTONS AND STRIPES NOTEBOOK ,7,7,13,48.75
84499,BLACK FLOWER CANDLE PLATE,2,2,7,5.949999999999999
84507B,STRIPES DESIGN MONKEY DOLL,10,14,31,79.05
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,11,25,63,160.64999999999998
84508A,CAMOUFLAGE DESIGN TEDDY,17,35,1630,3445.5000000000005
84508B,STRIPES DESIGN TEDDY,21,30,57,145.35
84508C,BLUE CIRCLES DESIGN TEDDY,14,20,52,132.6
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,103,139,612,2194.64
84509B,SET OF 4 FAIRY CAKE PLACEMATS,37,48,156,585.0
84509C,SET OF 4 POLKADOT PLACEMATS ,20,23,78,273.3
84509E,SET OF 4 CAROUSEL PLACEMATS ,7,8,70,101.06
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,42,46,491,856.25
84510A,SET OF 4 ENGLISH ROSE COASTERS,100,144,1063,1295.59
84510C,SET OF 4 POLKADOT COASTERS,25,32,98,124.92
84510E,SET OF 4 GREEN CAROUSEL COASTERS,9,9,25,26.05
84519A,TOMATO CHARLIE+LOLA COASTER SET,45,61,477,739.1899999999999
84519B,CARROT CHARLIE+LOLA COASTER SET,63,91,426,547.24
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,51,54,481,388.69
84522,PINK PARTY SUNGLASSES,6,6,12,23.4
84527,FLAMES SUNGLASSES PINK LENSES,6,6,47,84.44999999999999
84531A,PINK KNITTED EGG COSY,24,25,140,71.75999999999999
84531B,BLUE KNITTED EGG COSY,24,25,150,83.46
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,5,5,46,39.099999999999994
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,19,20,398,185.10000000000002
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,80,108,1272,762.99
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,140,221,2729,1147.0
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,74,99,1684,655.34
84539,KNITTED RABBIT DOLL ,1,1,16,26.4
84548,CROCHET BEAR RED/BLUE  KEYRING,3,3,15,24.75
84549,CROCHET WHITE RABBIT KEYRING ,3,3,31,46.349999999999994
84550,CROCHET LILAC/RED BEAR KEYRING,1,1,1,1.65
84551,CROCHET DOG KEYRING,1,1,1,1.65
84558A,3D DOG PICTURE PLAYING CARDS,49,60,293,864.3500000000001
84559A,3D SHEET OF DOG STICKERS,34,42,272,231.98
84559B,3D SHEET OF CAT STICKERS,36,43,216,183.6
84562A,PINK/WHITE RIBBED MELAMINE JUG,2,2,2,15.9
84563A,PINK & WHITE BREAKFAST TRAY,11,14,59,198.05
84563B,BLUE & WHITE BREAKFAST TRAY,18,21,73,221.35000000000002
84568,GIRLS ALPHABET IRON ON PATCHES ,18,23,12480,2332.8
84569A,PACK 3 IRON ON DOG PATCHES,26,26,191,239.96
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,11,11,76,95.0
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1,1,1,1.25
84569D,PACK 6 HEART/ICE-CREAM PATCHES,32,34,269,338.67
84575A,PINK DOG CANNISTER,4,4,14,39.3
84576,BLUE CAT BISCUIT BARREL PINK HEART,8,9,57,111.14999999999999
84580,MOUSE TOY WITH PINK T-SHIRT,91,120,335,1260.05
84581,DOG TOY WITH PINK CROCHET SKIRT,60,70,166,623.26
84584,PINK GINGHAM CAT WITH SCARF,18,18,83,211.64999999999998
84592,CROCHET ROSE PURSE WITH SUEDE BACK,15,17,70,206.50000000000003
84593,CROCHET ROSE DES CLOTHES HANGER,1,1,5,14.750000000000002
84595E,LARGE TORTILLA DESIGN RED BOWL,8,9,64,109.79999999999998
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,189,361,4491,2063.29
84596E,SMALL LICORICE DES PINK BOWL,33,35,392,253.05
84596F,SMALL MARSHMALLOWS PINK BOWL,166,288,3301,1561.6299999999999
84596G,SMALL CHOCOLATES PINK BOWL,84,158,1662,775.02
84596J,MIXED NUTS LIGHT GREEN BOWL,21,27,469,205.28
84596L,BISCUITS SMALL BOWL LIGHT BLUE,49,79,1039,441.36
84597B,RETRO BROWN BALL ASHTRAY ,3,5,41,51.25
84597C,RETRO PINK BALL ASHTRAY ,11,13,46,57.5
84598,BOYS ALPHABET IRON ON PATCHES,5,5,1248,262.08
84600,NEW BAROQUE JEWELLERY BOX ,16,20,48,367.6
84609,TALL ROCOCO CANDLE HOLDER,16,17,90,720.0
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,3,3,6,27.900000000000002
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,1,1,1,4.65
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,1,1,2,11.9
84616,SILVER ROCCOCO CHANDELIER,6,6,11,329.45
84617,NEW BAROQUE BLACK BOXES,3,3,3,38.25
84620,BLUE GINGHAM ROSE CUSHION COVER,1,1,2,11.9
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,24,31,455,470.75
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,20,28,439,478.15
84629,WHITE 3 FRAME BIRDS AND TREE ,10,10,20,150.0
84631,FRUIT TREE AND BIRDS WALL PLAQUE,7,9,17,135.15
84632,DECORATIVE HANGING SHELVING UNIT,5,5,6,359.70000000000005
84637,KITCHEN FLOWER POTS WALL PLAQUE,11,13,29,172.55
84638,SMALL KITCHEN FLOWER POTS PLAQUE,11,12,19,132.05
84658,WHITE STITCHED CUSHION COVER,14,16,46,322.38
84659A,WHITE TRAVEL ALARM CLOCK,19,22,134,314.31
84660A,WHITE STITCHED WALL CLOCK,30,36,837,761.9
84660B,BLACK STITCHED WALL CLOCK,20,29,697,686.23
84660C,PINK STITCHED WALL CLOCK,20,27,639,590.57
84661A,WHITE SQUARE TABLE CLOCK,10,11,94,132.99
84661B,BLACK SQUARE TABLE CLOCK,10,12,95,225.49
84661C,PINK SQUARE TABLE CLOCK,5,5,62,70.1
84663A,GRASS HOPPER WOODEN WALL CLOCK ,21,25,260,324.04
84665,SQUARE CHERRY BLOSSOM CABINET,14,17,105,624.75
84666,SQUARE CHERRY BLOSSOM CABINET,4,4,24,94.80000000000001
84673A,PINK FLY SWAT,21,25,63,40.95
84673B,BLUE FLY SWAT,31,42,135,114.21
84674,FLYING PIG WATERING CAN,31,40,187,429.25000000000006
84675,FROG KING WATERING CAN,2,2,9,26.55
84678,CLASSICAL ROSE SMALL VASE,10,10,138,227.1
84679,CLASSICAL ROSE TABLE LAMP,2,2,6,55.7
84683,CLASSICAL ROSE CANDLESTAND,6,7,187,147.35000000000002
84685,BEACH HUT KEY CABINET,6,9,21,78.75
84686,BEACH HUT MIRROR,7,8,49,66.39
84687,BEACH HUT SHELF W 3 DRAWERS,16,20,70,376.5
84688,BEACH HUT DESIGN BLACKBOARD,7,8,34,144.5
84689,S/2 BEACH HUT TREASURE CHESTS,2,2,3,9.95
84691,PACK 20 DOLLY PEGS,2,4,242,174.5
84692,BOX OF 24 COCKTAIL PARASOLS,209,364,6808,2810.67
84705C,PINK FLOCK PHOTO FRAME ,1,1,12,15.0
84706D,CHERRY BLOSSOM TABLE CLOCK ,3,3,6,25.699999999999996
84706F,RED PEONY TABLE CLOCK,9,10,16,47.2
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,21,25,66,440.73999999999995
84707B,PINK JEWELLED MIRROR TRINKET TRAY,13,13,29,178.56
84708B,PINK JEWELLED PHOTO FRAME ,13,14,53,256.75
84709B,PINK OVAL JEWELLED MIRROR,11,11,20,119.0
84711A,SILVER OVAL SHAPE TRINKET BOX,7,7,14,139.29999999999998
84711B,PINK OVAL SHAPE TRINKET BOX,7,8,15,149.25
84712B,PINK JEWELLED PHOTO FRAME,9,11,19,147.87
84715,SET OF 6 ICE CREAM SKITTLES,3,3,16,47.2
84723,CHERRY BLOSSOM CANVAS ART PICTURE,5,6,41,97.95
84725,FREESTYLE CANVAS ART PICTURE,16,18,41,39.65
84731,3 BIRDS CANVAS SCREEN,2,2,2,2.04
84732B,CUTE BIRD CEATURE SCREEN,2,2,22,8.58
84732D,CUTE RABBIT CEATURE SCREEN ,2,2,11,4.29
84741C,CITRUS GARLAND FELT FLOWERS ,14,14,60,117.0
84743C,ORANGE FELT VASE + FLOWERS,1,1,1,1.25
84744,S/6 SEW ON CROCHET FLOWERS,17,18,108,135.0
84745A,PINK HANGING GINGHAM EASTER HEN,5,5,32,13.44
84745B,BLUE HANGING GINGHAM EASTER HEN,5,5,32,13.44
84746,PINK EASTER HENS+FLOWER,1,1,3,11.25
84748,FOLK FELT HANGING MULTICOL GARLAND,7,8,28,105.0
84750A,PINK SMALL GLASS CAKE STAND,1,1,24,46.8
84750B,BLACK SMALL GLASS CAKE STAND,12,12,61,54.989999999999995
84751B,BLACK MEDIUM GLASS CAKE STAND,8,8,19,38.69
84754,S/15 SILVER GLASS BAUBLES IN BAG,35,36,502,586.46
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,318,529,15611,9597.710000000001
84760S,SMALL HANGING GLASS+ZINC LANTERN,8,8,43,62.349999999999994
84763,ZINC FINISH 15CM PLANTER POTS,39,49,573,679.01
84766,SILVER ROCOCO CANDLE STICK,11,14,146,340.7
84773,RED ROSE AND LACE C/COVER,1,1,3,8.850000000000001
84789,ENCHANTED BIRD PLANT CAGE,33,43,181,599.5500000000001
84792,ENCHANTED BIRD COATHANGER 5 HOOK,125,190,775,3475.19
84795B,SUNSET CHECK HAMMOCK,33,40,167,1249.65
84795C,OCEAN STRIPE HAMMOCK ,1,1,2,15.9
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,10,10,14,178.5
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,16,17,69,793.3499999999999
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,3,3,14,35.699999999999996
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,2,2,7,17.849999999999998
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,9,9,220,155.48
84800L,LARGE WHITE/PINK ROSE ART FLOWER,20,22,360,639.36
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,11,11,127,174.31
84800S,SMALL WHITE/PINK ROSE ART FLOWER,9,9,113,127.57000000000001
84801A,PINK HYDRANGEA ART FLOWER,5,5,46,96.60000000000001
84801B,WHITE HYDRANGEA ART FLOWER,3,3,22,46.2
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,1,1,2,3.38
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,1,1,4,6.76
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,3,3,15,25.35
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,8,8,70,180.58000000000004
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,6,6,99,188.37000000000003
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,3,3,30,52.5
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,3,3,38,52.5
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,11,11,137,96.88999999999999
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,18,19,296,394.15999999999997
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,5,5,38,79.80000000000001
84809B,PINK CHRYSANTHEMUMS ART FLOWER,1,1,18,37.800000000000004
84813,SET OF 4 DIAMOND NAPKIN RINGS,20,22,145,1146.97
84816,DANISH ROSE BEDSIDE CABINET,10,10,13,519.35
84817,DANISH ROSE DECORATIVE PLATE,48,55,951,710.64
84818,DANISH ROSE PHOTO FRAME,79,99,1424,1461.6
84819,DANISH ROSE ROUND SEWING BOX,56,62,811,951.79
84820,DANISH ROSE TRINKET TRAYS,31,31,261,484.63
84821,DANISH ROSE DELUXE COASTER,35,40,947,417.34999999999997
84823,DANISH ROSE FOLDING CHAIR,25,25,112,890.4
84824,DANISH ROSE UMBRELLA STAND,2,2,2,31.9
84826,ASSTD DESIGN 3D PAPER STICKERS,28,30,1162,389.38
84827,ASS DES PHONE SPONGE CRAFT STICKER,12,14,511,154.39000000000001
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,82,111,954,1192.41
84832,ZINC WILLIE WINKIE  CANDLE STICK,137,188,2607,2176.95
84836,ZINC METAL HEART DECORATION,311,476,5757,7108.68
84840,SWEETHEART CARRY-ALL BASKET,3,3,3,25.5
84842,HELLO SAILOR BATHROOM SET,8,9,14,52.5
84843,WHITE SOAP RACK WITH 2 BOTTLES,36,41,161,864.35
84846A,SCENTED CANDLE IN DIGITALIS TIN,9,10,53,111.30000000000001
84847,FLORAL BATHROOM SET,9,11,21,78.75
84849A,HELLO SAILOR BLUE SOAP HOLDER,25,31,155,261.95
84849B,FAIRY SOAP SOAP HOLDER,41,57,232,392.08
84849D,HOT BATHS SOAP HOLDER,64,102,479,809.51
84854,GIRLY PINK TOOL SET,1,1,5,24.75
84857B,BLUE MONTE CARLO HANDBAG,1,1,24,46.8
84857C,PINK MONTE CARLO HANDBAG,8,8,95,198.35
84858C,PINK RIVIERA HANDBAG,4,5,185,250.05
84859A,SILVER DISCO HANDBAG,24,30,123,248.20999999999998
84859B,BLUE DISCO HANDBAG,10,10,31,62.629999999999995
84859C,PINK DISCO HANDBAG,17,21,83,176.39
84865,NEW BAROQUE BLACK PHOTO ALBUM,8,11,26,115.55
84870B,BLUE GEISHA GIRL ,9,10,20,75.0
84870C,GREEN GEISHA GIRL ,10,10,20,75.0
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,3,3,3,50.849999999999994
84873A,FUNKY FLOWER PICNIC BAG FOR 4,2,2,2,33.9
84874B,BLUE TRAVEL FIRST AID KIT,7,7,34,56.099999999999994
84875B,GREEN SQUARE COMPACT MIRROR,14,15,125,168.75
84875D,BLUE SQUARE COMPACT MIRROR,8,8,51,63.75
84876B,GREEN HEART COMPACT MIRROR,17,20,203,253.75
84876D,BLUE HEART COMPACT MIRROR,12,12,125,191.25
84877A,PINK ROUND COMPACT MIRROR,1,1,12,15.0
84877B,GREEN ROUND COMPACT MIRROR,8,9,126,157.5
84877D,BLUE ROUND COMPACT MIRROR,11,11,88,122.5
84879,ASSORTED COLOUR BIRD ORNAMENT,678,1375,35362,56580.34
84880,WHITE WIRE EGG HOLDER,51,65,303,1896.15
84881,BLUE WIRE SPIRAL CANDLE HOLDER,5,5,11,69.85
84882,GREEN WIRE STANDING CANDLE HOLDER,12,15,34,127.5
84884A,ANT WHITE WIRE HEART SPIRAL,52,64,286,1076.66
84898F,YELLOW FLOWERS FELT HANDBAG KIT,15,18,45,94.50000000000001
84905,PINK BUTTERFLY CUSHION COVER ,2,2,12,59.400000000000006
84906,PINK B'FLY C/COVER W BOBBLES,9,10,28,98.6
84907,PINK YELLOW PATCH CUSHION COVER,3,3,5,38.25
84910A,PINK PAISLEY CUSHION COVER ,6,6,10,59.5
84912A,PINK ROSE WASHBAG,25,38,103,386.25
84912B,GREEN ROSE WASHBAG,32,46,149,558.75
84913A,SOFT PINK ROSE TOWEL ,10,10,37,172.05
84913B,MINT GREEN ROSE TOWEL,19,20,70,325.5
84915,HAND TOWEL PINK FLOWER AND DAISY,8,11,199,281.95
84916,HAND TOWEL PALE BLUE W FLOWERS,17,18,212,407.4
84917,WHITE HAND TOWEL WITH BUTTERFLY,13,14,170,400.5
84919,BLUE CUSHION COVER WITH FLOWER,9,9,29,201.55
84920,PINK FLOWER FABRIC PONY,22,26,73,273.75
84921,CREAM AND PINK FLOWERS PONY ,5,5,11,41.25
84922,PINK BUTTERFLY WASHBAG,5,5,8,34.0
84924A,WAKE UP COCKEREL CALENDAR SIGN ,21,24,72,281.13
84924F,PSYCHEDELIC METAL SIGN CALENDAR,3,3,10,7.9
84925D,LA PALMIERA WALL THERMOMETER,8,10,15,38.25
84925F,PSYCHEDELIC WALL THERMOMETER,14,14,80,112.47999999999999
84926A,WAKE UP COCKEREL TILE COASTER,24,31,597,198.08999999999997
84926D,LA PALMIERA TILE COASTER,25,31,705,266.64
84926E,FLOWERS TILE COASTER,32,37,990,329.84
84926F,PSYCHEDELIC TILE COASTER,18,23,423,178.0
84927A,WAKE UP COCKEREL TILE HOOK,12,14,46,53.85
84927D,LA PALMIERA TILE HOOK,9,11,45,39.78
84927E,FLOWERS TILE HOOK,10,11,57,71.82000000000001
84927F,PSYCHEDELIC TILE HOOK,36,40,295,166.35
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,57,62,2244,545.1600000000001
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,20,22,84,214.2
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,21,25,134,341.7
84944,SET OF 6 KASHMIR FOLKART BAUBLES,62,71,564,1016.4
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,208,306,10279,8269.45
84946,ANTIQUE SILVER TEA GLASS ETCHED,415,677,16473,19239.420000000002
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,177,278,8273,9339.34
84949,SILVER HANGING T-LIGHT HOLDER,165,250,4665,7193.249999999999
84950,ASSORTED COLOUR T-LIGHT HOLDER,66,87,3361,1990.97
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,26,33,363,315.06
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,24,31,334,318.44
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,6,6,38,146.21
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,10,13,145,247.46
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,7,9,140,225.0
84963A,PINK PAINTED KASHMIRI CHAIR,1,1,4,171.8
84963B,BLUE PAINTED KASHMIRI CHAIR,1,1,3,149.85000000000002
84968A,SET OF 16 VINTAGE ROSE CUTLERY,32,48,147,1787.85
84968B,SET OF 16 VINTAGE IVORY CUTLERY,2,2,2,25.5
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,36,48,94,1198.5
84968D,SET OF 16 VINTAGE RED CUTLERY,27,31,62,814.92
84968E,SET OF 16 VINTAGE BLACK CUTLERY,15,22,87,1035.06
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,25,30,78,951.3
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,48,73,295,1267.99
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,234,336,5700,5664.78
84970S,HANGING HEART ZINC T-LIGHT HOLDER,271,412,8470,6830.589999999999
84971S,SMALL HEART FLOWERS HOOK ,69,114,1679,1386.75
84974,S/2 ZINC HEART DESIGN PLANTERS,26,28,40,397.99999999999994
84975,HEART SHAPED MIRROR,2,2,5,8.45
84976,RECTANGULAR SHAPED MIRROR,27,29,502,420.68
84978,HANGING HEART JAR T-LIGHT HOLDER,304,572,10980,12674.720000000001
84984A,GREEN PEONY CUSHION COVER,4,6,19,88.35000000000001
84984B,RED PEONY CUSHION COVER ,4,5,17,79.05000000000001
84984D,ORIENTAL RED CUSHION COVER ,3,4,13,60.45
84985A,SET OF 72 GREEN PAPER DOILIES,15,18,42,60.9
84987,SET OF 36 TEATIME PAPER DOILIES,201,240,2928,4078.68
84988,SET OF 72 PINK HEART PAPER DOILIES,209,307,3954,5566.679999999999
84989A,75 GREEN FAIRY CAKE CASES,16,17,28,15.400000000000002
84990,60 GOLD AND SILVER FAIRY CAKE CASES,2,2,2,1.1
84991,60 TEATIME FAIRY CAKE CASES,414,657,17689,8618.37
84992,72 SWEETHEART FAIRY CAKE CASES,325,501,13070,6274.900000000001
84993A,75 GREEN PETIT FOUR CASES,30,33,305,128.1
84993B,75 BLACK PETIT FOUR CASES,16,17,57,23.939999999999998
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,143,234,2525,9618.29
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,202,326,4035,15158.810000000001
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,202,308,3694,14044.74
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,248,424,4922,18807.0
85006,SET 4 NURSERY DES ROUND BOXES,9,9,55,57.25
85008,SET OF 3 CONEY ISLAND OVAL BOXES,7,7,12,55.95
85014A,BLACK/BLUE POLKADOT UMBRELLA,183,256,1133,6367.9400000000005
85014B,RED RETROSPOT UMBRELLA,210,303,1846,10247.470000000001
85015,SET OF 12  VINTAGE POSTCARD SET,103,113,2130,1591.42
85016,SET OF 6 VINTAGE NOTELETS KIT,22,25,522,459.0
85017A,ENVELOPE 50 ROMANTIC IMAGES,2,2,6,5.1
85017B,ENVELOPE 50 BLOSSOM IMAGES,65,74,947,491.54999999999995
85017C,ENVELOPE 50 CURIOUS IMAGES,10,10,50,27.02
85018D,YULETIDE IMAGES S/6 PAPER BOXES,6,7,12,30.599999999999998
85019A,ROMANTIC IMAGES NOTEBOOK SET,25,28,409,547.25
85019B,BLOSSOM  IMAGES NOTEBOOK SET,21,25,498,640.5
85019C,CURIOUS  IMAGES NOTEBOOK SET,9,10,181,262.25
85020,ROUND PINK HEART MIRROR,11,16,78,163.8
85023B,EAU DE NILE JEWELLED PHOTOFRAME,10,12,104,232.8
85024B,EAU DE NILE JEWELLED PHOTOFRAME,12,12,193,289.65
85024C,PINK SMALL JEWELLED PHOTOFRAME,8,9,12,19.799999999999997
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,20,21,305,474.44999999999993
85025C,PINK HEART SHAPE PHOTO FRAME,27,28,308,477.99999999999994
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,9,9,75,63.75
85027L,FRENCH CHATEAU LARGE PLATTER ,17,18,70,160.5
85028L,FRENCH CHATEAU LARGE FRUIT BOWL ,4,4,10,19.5
85028S,FRENCH CHATEAU SMALL FRUITBOWL,8,8,24,51.599999999999994
85030,FRENCH CHATEAU OVAL PLATTER,6,6,15,29.25
85031A,ROMANTIC IMAGES SCRAP BOOK SET,7,7,16,45.900000000000006
85031B,BLOSSOM IMAGES SCRAP BOOK SET,1,1,1,4.95
85031C,CURIOUS IMAGES SCRAP BOOK SET,1,1,3,14.850000000000001
85032A,ROMANTIC IMAGES GIFT WRAP SET,82,96,738,679.8000000000001
85032B,BLOSSOM IMAGES GIFT WRAP SET,84,93,751,663.6
85032C,CURIOUS IMAGES GIFT WRAP SET,72,84,597,566.4000000000001
85032D,YULETIDE IMAGES GIFT WRAP SET,57,58,630,467.50000000000006
85034A,3 GARDENIA MORRIS BOXED CANDLES,58,67,492,844.04
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,80,90,884,1362.44
85034C,3 ROSE MORRIS BOXED CANDLES,109,131,1072,1560.64
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,59,71,263,689.79
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,38,43,558,820.5
85035C,ROSE 3 WICK MORRIS BOX CANDLE,86,107,1105,1611.45
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,48,52,211,676.03
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,40,42,360,581.58
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,66,76,742,1051.52
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,70,110,1018,1994.2600000000002
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,26,40,445,586.55
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,38,51,491,669.91
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,9,12,222,129.94
85040A,S/4 PINK FLOWER CANDLES IN BOWL,86,125,807,1348.1899999999998
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,28,34,135,222.74999999999997
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,9,10,41,186.15
85047,WHITE BEADED GARLAND STRING 20LIGHT,2,2,3,19.049999999999997
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,170,214,1266,9374.7
85049A,TRADITIONAL CHRISTMAS RIBBONS,204,266,2907,3607.8
85049B,LUSH GREENS RIBBONS,13,13,54,67.5
85049C,ROMANTIC PINKS RIBBONS ,162,205,1198,1471.35
85049D,BRIGHT BLUES RIBBONS ,85,102,539,673.75
85049E,SCANDINAVIAN REDS RIBBONS,248,335,2747,3499.7
85049F,BABY BOOM RIBBONS ,70,85,374,467.5
85049G,CHOCOLATE BOX RIBBONS ,161,227,1580,1926.33
85049H,URBAN BLACK RIBBONS ,58,73,448,520.47
85053,FRENCH ENAMEL CANDLEHOLDER,157,233,1549,3104.32
85054,FRENCH ENAMEL POT W LID,66,87,551,1233.3100000000002
85055,FRENCH ENAMEL UTENSIL HOLDER,9,10,37,122.75
85059,FRENCH ENAMEL WATER BASIN,62,79,290,771.21
85061W,WHITE JEWELLED HEART DECORATION,77,108,1986,1609.8
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,97,132,1380,2234.6699999999996
85064,CREAM SWEETHEART LETTER RACK,20,23,205,866.05
85066,CREAM SWEETHEART MINI CHEST,289,445,1705,20562.92
85067,CREAM SWEETHEART WALL CABINET,5,5,7,126.64999999999999
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,77,90,976,512.8
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,88,103,1256,622.64
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",62,72,607,313.78
